Date,Day,Month,Quarter,Year,Open,High,Low,Close,Adj Close,Volume
02-01-2023,Wednesday,February,Q1,2023,81.699997,81.949997,78.349998,79.800003,77.372009,20031377
1/31/2023,Tuesday,January,Q1,2023,82.5,83.300003,81.150002,81.75,79.26268,21752061
1/30/2023,Monday,January,Q1,2023,81,82.5,80.400002,81.75,79.26268,10783051
1/27/2023,Friday,January,Q1,2023,82.550003,83.050003,80,81,78.5355,10838959
1/25/2023,Wednesday,January,Q1,2023,82.900002,83.400002,82.300003,82.5,79.989861,8188678
1/24/2023,Tuesday,January,Q1,2023,83.800003,83.800003,82.699997,83.150002,80.620079,7069973
1/23/2023,Monday,January,Q1,2023,83.150002,83.599998,82.599998,83.449997,80.91095,6972772
1/20/2023,Friday,January,Q1,2023,83.199997,83.550003,82.75,82.900002,80.377686,9411562
1/19/2023,Thursday,January,Q1,2023,82.150002,83.400002,81.900002,83.25,80.717041,9857262
1/18/2023,Wednesday,January,Q1,2023,81.449997,82.900002,81.25,82.150002,79.650505,7980164
1/17/2023,Tuesday,January,Q1,2023,82.300003,82.699997,81,81.599998,79.117241,8776414
1/16/2023,Monday,January,Q1,2023,82.449997,82.699997,81.75,82.25,79.747467,9367702
1/13/2023,Friday,January,Q1,2023,81.550003,82.449997,81.099998,82.300003,79.795944,8018070
01-12-2023,Thursday,January,Q1,2023,83.75,83.900002,81.199997,81.599998,79.117241,16440461
01-11-2023,Wednesday,January,Q1,2023,80.849998,84.050003,80.599998,83.550003,81.007912,44099830
01-10-2023,Tuesday,January,Q1,2023,80.550003,80.800003,79.699997,80.599998,78.147667,11953196
01-09-2023,Monday,January,Q1,2023,80.849998,81,79.650002,80.099998,77.66288,16438468
01-06-2023,Friday,January,Q1,2023,79.300003,80.800003,79,80.050003,77.614403,19075518
01-05-2023,Thursday,January,Q1,2023,78.75,79.25,78.349998,79.099998,76.693306,14449439
01-04-2023,Wednesday,January,Q1,2023,78.900002,79.5,77.400002,78.099998,75.723732,11974831
01-03-2023,Tuesday,January,Q1,2023,78,78.900002,77.699997,78.5,76.111565,11509540
01-02-2023,Monday,January,Q1,2023,77,78.550003,76.449997,78,75.626778,16878293
12/30/2022,Friday,December,Q4,2022,75.199997,77.5,75.199997,76.5,74.172417,15567911
12/29/2022,Thursday,December,Q4,2022,74.800003,75.150002,74.099998,74.75,72.475662,10191269
12/28/2022,Wednesday,December,Q4,2022,74.849998,75.150002,74.449997,74.800003,72.524139,6599386
12/27/2022,Tuesday,December,Q4,2022,74.900002,75.199997,74.349998,75.099998,72.81501,5815217
12/26/2022,Monday,December,Q4,2022,73,74.599998,72.349998,74.400002,72.136307,9571856
12/23/2022,Friday,December,Q4,2022,74.599998,75.099998,72.800003,73,70.778908,15286836
12/22/2022,Thursday,December,Q4,2022,76.400002,76.75,74.650002,75.099998,72.81501,15215404
12/21/2022,Wednesday,December,Q4,2022,77.800003,78.150002,76.150002,76.400002,74.075455,8618706
12/20/2022,Tuesday,December,Q4,2022,77.949997,78.150002,77.050003,77.800003,75.432861,9368946
12/19/2022,Monday,December,Q4,2022,77.199997,78.150002,76.599998,77.949997,75.578293,12681354
12/16/2022,Friday,December,Q4,2022,78.25,78.949997,76.650002,76.949997,74.608719,18672807
12/15/2022,Thursday,December,Q4,2022,78.150002,78.5,77.800003,78.099998,75.723732,9555282
12/14/2022,Wednesday,December,Q4,2022,77.900002,78.699997,77.550003,78.150002,75.772209,16268873
12/13/2022,Tuesday,December,Q4,2022,79.199997,79.25,77.449997,77.75,75.384384,16409283
12-12-2022,Monday,December,Q4,2022,77,79.050003,76.800003,78.900002,76.49939,20455051
12-09-2022,Friday,December,Q4,2022,77.5,78.349998,76.699997,77,74.657204,24702723
12-08-2022,Thursday,December,Q4,2022,77.449997,77.5,76.5,76.75,74.41481,11996025
12-07-2022,Wednesday,December,Q4,2022,76.75,77.800003,76.150002,76.699997,74.366325,20909569
12-06-2022,Tuesday,December,Q4,2022,77,77.400002,75.650002,75.800003,73.493713,10369691
12-05-2022,Monday,December,Q4,2022,77.050003,77.699997,76.699997,77.050003,74.705681,10947250
12-02-2022,Friday,December,Q4,2022,76.199997,77.199997,76,77,74.657204,18220281
12-01-2022,Thursday,December,Q4,2022,77,77.150002,76,76.199997,73.881538,15072561
11/30/2022,Wednesday,November,Q4,2022,74.5,77,74.449997,76.650002,74.317848,29122442
11/29/2022,Tuesday,November,Q4,2022,76.449997,76.699997,75,75.300003,73.008926,17421133
11/28/2022,Monday,November,Q4,2022,73.900002,76.449997,73.900002,76.199997,73.881538,40695313
11/25/2022,Friday,November,Q4,2022,72.199997,73.949997,71.650002,73.349998,71.118256,22422462
11/24/2022,Thursday,November,Q4,2022,70.150002,72.699997,70.150002,72.050003,69.857811,29444796
11/23/2022,Wednesday,November,Q4,2022,70.050003,70.300003,69.699997,69.900002,67.773224,7949141
11/22/2022,Tuesday,November,Q4,2022,70.050003,70.199997,69.449997,70,67.870186,13456815
11/21/2022,Monday,November,Q4,2022,69.349998,70.400002,69.150002,70.050003,67.918663,14820946
11/18/2022,Friday,November,Q4,2022,69.349998,69.5,68.75,69.25,67.143005,6231903
11/17/2022,Thursday,November,Q4,2022,69.449997,69.699997,69,69.099998,66.997566,5264089
11/16/2022,Wednesday,November,Q4,2022,69.650002,69.699997,69.050003,69.300003,67.191483,5638631
11/15/2022,Tuesday,November,Q4,2022,69.800003,69.800003,69.150002,69.599998,67.482353,6477425
11/14/2022,Monday,November,Q4,2022,70,70.150002,68.849998,69.449997,67.336914,10222979
11-11-2022,Friday,November,Q4,2022,69.949997,70,69.400002,69.75,67.627792,8792244
11-10-2022,Thursday,November,Q4,2022,69.449997,69.849998,69.400002,69.599998,67.482353,5974147
11-09-2022,Wednesday,November,Q4,2022,70.349998,70.5,69.400002,69.550003,67.433876,10410493
11-07-2022,Monday,November,Q4,2022,68.849998,70.300003,68.699997,70.099998,67.96714,13032194
11-04-2022,Friday,November,Q4,2022,68.650002,69,68.300003,68.5,66.415825,8971834
11-03-2022,Thursday,November,Q4,2022,68.5,69.150002,68.5,68.699997,66.609734,6466688
11-02-2022,Wednesday,November,Q4,2022,68.550003,69.050003,68.349998,68.599998,66.512779,6785578
11-01-2022,Tuesday,November,Q4,2022,68.400002,68.650002,68.150002,68.5,66.415825,7840600
10/31/2022,Monday,October,Q4,2022,68.5,68.800003,68.099998,68.25,66.173431,10549071
10/28/2022,Friday,October,Q4,2022,68.5,69.199997,68.050003,68.449997,66.36734,9586976
10/27/2022,Thursday,October,Q4,2022,67.900002,68.5,67.849998,68.300003,66.221909,10404151
10/25/2022,Tuesday,October,Q4,2022,67.849998,68.25,67.199997,67.900002,65.834076,12609170
10/24/2022,Monday,October,Q4,2022,68.25,68.449997,67.949997,68.050003,65.979515,3745316
10/21/2022,Friday,October,Q4,2022,67.400002,68.050003,67.199997,67.5,65.446251,9542021
10/20/2022,Thursday,October,Q4,2022,66.650002,68.199997,66.550003,67.849998,65.785599,19426605
10/19/2022,Wednesday,October,Q4,2022,66.800003,67.25,66.449997,67,64.961464,7157066
10/18/2022,Tuesday,October,Q4,2022,66.400002,66.800003,66.099998,66.699997,64.670586,8153819
10/17/2022,Monday,October,Q4,2022,66.5,66.699997,65.550003,66.050003,64.040367,10841451
10/14/2022,Friday,October,Q4,2022,68,68,66.199997,66.300003,64.282761,10119406
10/13/2022,Thursday,October,Q4,2022,67.300003,67.75,66.449997,66.849998,64.816025,9890714
10-12-2022,Wednesday,October,Q4,2022,66,67.849998,65.949997,67.25,65.203857,14459865
10-11-2022,Tuesday,October,Q4,2022,67.699997,67.699997,65.800003,65.949997,63.943405,14905741
10-10-2022,Monday,October,Q4,2022,67,67.699997,66.849998,67.550003,65.494728,9042660
10-07-2022,Friday,October,Q4,2022,67.650002,67.849998,67.050003,67.449997,65.397766,14879891
10-06-2022,Thursday,October,Q4,2022,67.949997,68.099998,67.349998,67.75,65.688644,13000167
10-04-2022,Tuesday,October,Q4,2022,68,68,67.099998,67.300003,65.252335,10513995
10-03-2022,Monday,October,Q4,2022,67.25,68.050003,66.550003,66.699997,64.670586,13288633
